,comName,sciName,measure_name,time,detections_cnt
250,American Crow,Corvus brachyrhynchos,Confidence,2024-02-16 01:00:00.000000000,4
251,American Crow,Corvus brachyrhynchos,Confidence,2024-02-16 16:00:00.000000000,3
252,American Crow,Corvus brachyrhynchos,Confidence,2024-02-16 17:00:00.000000000,8
253,American Crow,Corvus brachyrhynchos,Confidence,2024-02-16 18:00:00.000000000,9
254,American Crow,Corvus brachyrhynchos,Confidence,2024-02-16 19:00:00.000000000,5
255,American Crow,Corvus brachyrhynchos,Confidence,2024-02-16 20:00:00.000000000,12
256,American Crow,Corvus brachyrhynchos,Confidence,2024-02-16 21:00:00.000000000,8
257,American Crow,Corvus brachyrhynchos,Confidence,2024-02-16 23:00:00.000000000,6
258,American Crow,Corvus brachyrhynchos,Confidence,2024-02-17 00:00:00.000000000,3
259,American Crow,Corvus brachyrhynchos,Confidence,2024-02-17 14:00:00.000000000,2
260,American Crow,Corvus brachyrhynchos,Confidence,2024-02-17 15:00:00.000000000,2
261,Mallard,Anas platyrhynchos,Confidence,2024-01-29 01:00:00.000000000,2
262,Mallard,Anas platyrhynchos,Confidence,2024-02-12 03:00:00.000000000,2
263,Mallard,Anas platyrhynchos,Confidence,2024-02-14 02:00:00.000000000,2
264,Mallard,Anas platyrhynchos,Confidence,2024-02-14 04:00:00.000000000,2
265,Spotted Towhee,Pipilo maculatus,Confidence,2024-02-16 00:00:00.000000000,3
266,Spotted Towhee,Pipilo maculatus,Confidence,2024-02-16 19:00:00.000000000,3
267,Lesser Goldfinch,Spinus psaltria,Confidence,2024-01-27 18:00:00.000000000,2
268,Lesser Goldfinch,Spinus psaltria,Confidence,2024-01-27 20:00:00.000000000,2
269,Lesser Goldfinch,Spinus psaltria,Confidence,2024-01-28 18:00:00.000000000,2
270,Lesser Goldfinch,Spinus psaltria,Confidence,2024-01-28 19:00:00.000000000,2
271,Lesser Goldfinch,Spinus psaltria,Confidence,2024-01-28 22:00:00.000000000,2
272,Lesser Goldfinch,Spinus psaltria,Confidence,2024-02-11 19:00:00.000000000,2
273,Lesser Goldfinch,Spinus psaltria,Confidence,2024-02-13 17:00:00.000000000,3
274,Lesser Goldfinch,Spinus psaltria,Confidence,2024-02-14 14:00:00.000000000,2
275,Lesser Goldfinch,Spinus psaltria,Confidence,2024-02-15 14:00:00.000000000,2
276,Lesser Goldfinch,Spinus psaltria,Confidence,2024-02-15 15:00:00.000000000,3
277,Lesser Goldfinch,Spinus psaltria,Confidence,2024-02-17 00:00:00.000000000,2
278,Mountain Chickadee,Poecile gambeli,Confidence,2024-01-27 18:00:00.000000000,4
279,Mountain Chickadee,Poecile gambeli,Confidence,2024-01-28 00:00:00.000000000,9
280,Mountain Chickadee,Poecile gambeli,Confidence,2024-01-28 01:00:00.000000000,5
281,Mountain Chickadee,Poecile gambeli,Confidence,2024-01-28 14:00:00.000000000,16
282,Mountain Chickadee,Poecile gambeli,Confidence,2024-01-28 19:00:00.000000000,7
283,Mountain Chickadee,Poecile gambeli,Confidence,2024-01-28 21:00:00.000000000,13
284,Mountain Chickadee,Poecile gambeli,Confidence,2024-01-28 22:00:00.000000000,7
285,Mountain Chickadee,Poecile gambeli,Confidence,2024-01-28 23:00:00.000000000,8
286,Mountain Chickadee,Poecile gambeli,Confidence,2024-01-29 00:00:00.000000000,3
287,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-10 23:00:00.000000000,10
288,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-11 00:00:00.000000000,17
289,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-11 14:00:00.000000000,2
290,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-11 15:00:00.000000000,3
291,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-11 17:00:00.000000000,12
292,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-11 18:00:00.000000000,13
293,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-11 19:00:00.000000000,5
294,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-11 20:00:00.000000000,6
295,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-12 14:00:00.000000000,12
296,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-12 15:00:00.000000000,4
297,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-12 16:00:00.000000000,5
298,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-12 17:00:00.000000000,2
299,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-12 18:00:00.000000000,3
300,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-12 20:00:00.000000000,2
301,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-12 23:00:00.000000000,6
302,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-13 00:00:00.000000000,12
303,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-13 14:00:00.000000000,3
304,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-13 16:00:00.000000000,2
305,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-13 17:00:00.000000000,2
306,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-13 23:00:00.000000000,4
307,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-14 00:00:00.000000000,4
308,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-14 14:00:00.000000000,5
309,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-14 15:00:00.000000000,6
310,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-14 18:00:00.000000000,3
311,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-14 21:00:00.000000000,2
312,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-15 00:00:00.000000000,10
313,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-15 01:00:00.000000000,3
314,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-15 14:00:00.000000000,9
315,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-15 18:00:00.000000000,2
316,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-15 19:00:00.000000000,2
317,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-15 23:00:00.000000000,12
318,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-16 01:00:00.000000000,4
319,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-16 14:00:00.000000000,5
320,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-16 16:00:00.000000000,2
321,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-16 21:00:00.000000000,3
322,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-16 23:00:00.000000000,4
323,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-17 00:00:00.000000000,2
324,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-17 14:00:00.000000000,4
325,Mountain Chickadee,Poecile gambeli,Confidence,2024-02-17 15:00:00.000000000,2
326,Coopers Hawk,Accipiter cooperii,Confidence,2024-01-28 14:00:00.000000000,2
327,Coopers Hawk,Accipiter cooperii,Confidence,2024-02-11 14:00:00.000000000,4
328,Coopers Hawk,Accipiter cooperii,Confidence,2024-02-12 14:00:00.000000000,3
329,Coopers Hawk,Accipiter cooperii,Confidence,2024-02-14 18:00:00.000000000,2
330,Coopers Hawk,Accipiter cooperii,Confidence,2024-02-16 00:00:00.000000000,2
331,Coopers Hawk,Accipiter cooperii,Confidence,2024-02-16 14:00:00.000000000,4
332,Allens Hummingbird,Selasphorus sasin,Confidence,2024-01-27 19:00:00.000000000,4
333,Allens Hummingbird,Selasphorus sasin,Confidence,2024-01-27 20:00:00.000000000,3
334,Allens Hummingbird,Selasphorus sasin,Confidence,2024-01-28 00:00:00.000000000,2
335,Allens Hummingbird,Selasphorus sasin,Confidence,2024-01-28 18:00:00.000000000,2
336,Allens Hummingbird,Selasphorus sasin,Confidence,2024-02-14 17:00:00.000000000,2
337,Dark-eyed Junco,Junco hyemalis,Confidence,2024-01-28 14:00:00.000000000,3
338,Dark-eyed Junco,Junco hyemalis,Confidence,2024-01-28 15:00:00.000000000,6
339,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-11 14:00:00.000000000,2
340,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-11 16:00:00.000000000,2
341,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-11 17:00:00.000000000,14
342,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-11 18:00:00.000000000,17
343,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-11 20:00:00.000000000,5
344,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-12 15:00:00.000000000,5
345,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-12 16:00:00.000000000,24
346,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-12 17:00:00.000000000,31
347,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-13 16:00:00.000000000,2
348,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-13 17:00:00.000000000,3
349,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-13 18:00:00.000000000,2
350,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-13 19:00:00.000000000,17
351,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-13 20:00:00.000000000,36
352,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-14 01:00:00.000000000,8
353,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-14 14:00:00.000000000,2
354,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-14 16:00:00.000000000,3
355,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-14 18:00:00.000000000,2
356,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-14 21:00:00.000000000,2
357,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-15 16:00:00.000000000,26
358,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-15 17:00:00.000000000,9
359,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-15 19:00:00.000000000,9
360,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-15 23:00:00.000000000,4
361,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-16 21:00:00.000000000,16
362,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-16 22:00:00.000000000,3
363,Dark-eyed Junco,Junco hyemalis,Confidence,2024-02-17 01:00:00.000000000,8
364,Oak Titmouse,Baeolophus inornatus,Confidence,2024-01-27 17:00:00.000000000,8
365,Oak Titmouse,Baeolophus inornatus,Confidence,2024-01-28 18:00:00.000000000,32
366,Oak Titmouse,Baeolophus inornatus,Confidence,2024-01-28 19:00:00.000000000,18
367,Oak Titmouse,Baeolophus inornatus,Confidence,2024-01-28 22:00:00.000000000,3
368,Oak Titmouse,Baeolophus inornatus,Confidence,2024-01-29 00:00:00.000000000,9
369,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-11 16:00:00.000000000,6
370,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-11 17:00:00.000000000,5
371,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-11 19:00:00.000000000,6
372,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-11 20:00:00.000000000,12
373,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-12 15:00:00.000000000,5
374,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-12 18:00:00.000000000,2
375,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-12 19:00:00.000000000,2
376,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-12 21:00:00.000000000,2
377,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-12 23:00:00.000000000,9
378,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-13 00:00:00.000000000,9
379,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-13 14:00:00.000000000,5
380,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-13 15:00:00.000000000,7
381,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-13 16:00:00.000000000,14
382,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-13 17:00:00.000000000,5
383,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-13 18:00:00.000000000,5
384,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-13 22:00:00.000000000,3
385,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-14 00:00:00.000000000,3
386,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-15 01:00:00.000000000,2
387,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-15 15:00:00.000000000,12
388,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-15 16:00:00.000000000,4
389,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-15 17:00:00.000000000,4
390,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-15 18:00:00.000000000,2
391,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-15 23:00:00.000000000,15
392,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-16 00:00:00.000000000,4
393,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-16 01:00:00.000000000,4
394,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-16 14:00:00.000000000,3
395,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-16 15:00:00.000000000,9
396,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-17 00:00:00.000000000,4
397,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-17 14:00:00.000000000,6
398,Oak Titmouse,Baeolophus inornatus,Confidence,2024-02-17 15:00:00.000000000,22
399,Says Phoebe,Sayornis saya,Confidence,2024-02-14 15:00:00.000000000,2
400,Ruby-crowned Kinglet,Corthylio calendula,Confidence,2024-01-28 22:00:00.000000000,2
401,Ruby-crowned Kinglet,Corthylio calendula,Confidence,2024-01-28 23:00:00.000000000,2
402,Ruby-crowned Kinglet,Corthylio calendula,Confidence,2024-02-13 20:00:00.000000000,2
403,California Towhee,Melozone crissalis,Confidence,2024-01-28 14:00:00.000000000,8
404,California Towhee,Melozone crissalis,Confidence,2024-01-29 01:00:00.000000000,7
405,California Towhee,Melozone crissalis,Confidence,2024-02-11 14:00:00.000000000,19
406,California Towhee,Melozone crissalis,Confidence,2024-02-11 15:00:00.000000000,4
407,California Towhee,Melozone crissalis,Confidence,2024-02-11 16:00:00.000000000,2
408,California Towhee,Melozone crissalis,Confidence,2024-02-12 14:00:00.000000000,12
409,California Towhee,Melozone crissalis,Confidence,2024-02-13 01:00:00.000000000,2
410,California Towhee,Melozone crissalis,Confidence,2024-02-13 14:00:00.000000000,64
411,California Towhee,Melozone crissalis,Confidence,2024-02-13 15:00:00.000000000,12
412,California Towhee,Melozone crissalis,Confidence,2024-02-13 16:00:00.000000000,63
413,California Towhee,Melozone crissalis,Confidence,2024-02-13 17:00:00.000000000,18
414,California Towhee,Melozone crissalis,Confidence,2024-02-14 01:00:00.000000000,2
415,California Towhee,Melozone crissalis,Confidence,2024-02-14 14:00:00.000000000,11
416,California Towhee,Melozone crissalis,Confidence,2024-02-15 01:00:00.000000000,23
417,California Towhee,Melozone crissalis,Confidence,2024-02-15 14:00:00.000000000,22
418,California Towhee,Melozone crissalis,Confidence,2024-02-15 15:00:00.000000000,2
419,California Towhee,Melozone crissalis,Confidence,2024-02-15 16:00:00.000000000,6
420,California Towhee,Melozone crissalis,Confidence,2024-02-16 01:00:00.000000000,4
421,California Towhee,Melozone crissalis,Confidence,2024-02-16 14:00:00.000000000,9
422,California Towhee,Melozone crissalis,Confidence,2024-02-16 15:00:00.000000000,19
423,California Towhee,Melozone crissalis,Confidence,2024-02-16 16:00:00.000000000,11
424,California Towhee,Melozone crissalis,Confidence,2024-02-16 17:00:00.000000000,5
425,California Towhee,Melozone crissalis,Confidence,2024-02-17 00:00:00.000000000,2
426,California Towhee,Melozone crissalis,Confidence,2024-02-17 01:00:00.000000000,23
427,California Towhee,Melozone crissalis,Confidence,2024-02-17 14:00:00.000000000,8
428,Mourning Dove,Zenaida macroura,Confidence,2024-01-28 17:00:00.000000000,2
429,Mourning Dove,Zenaida macroura,Confidence,2024-02-11 14:00:00.000000000,6
430,Mourning Dove,Zenaida macroura,Confidence,2024-02-11 16:00:00.000000000,2
431,Mourning Dove,Zenaida macroura,Confidence,2024-02-11 19:00:00.000000000,2
432,Mourning Dove,Zenaida macroura,Confidence,2024-02-13 01:00:00.000000000,8
433,Mourning Dove,Zenaida macroura,Confidence,2024-02-13 14:00:00.000000000,10
434,Mourning Dove,Zenaida macroura,Confidence,2024-02-13 16:00:00.000000000,7
435,Mourning Dove,Zenaida macroura,Confidence,2024-02-13 17:00:00.000000000,22
436,Mourning Dove,Zenaida macroura,Confidence,2024-02-15 14:00:00.000000000,2
437,Mourning Dove,Zenaida macroura,Confidence,2024-02-15 16:00:00.000000000,8
438,Mourning Dove,Zenaida macroura,Confidence,2024-02-15 17:00:00.000000000,2
439,Mourning Dove,Zenaida macroura,Confidence,2024-02-16 00:00:00.000000000,40
440,Mourning Dove,Zenaida macroura,Confidence,2024-02-16 01:00:00.000000000,2
441,Mourning Dove,Zenaida macroura,Confidence,2024-02-16 14:00:00.000000000,2
442,Mourning Dove,Zenaida macroura,Confidence,2024-02-16 16:00:00.000000000,6
443,Mourning Dove,Zenaida macroura,Confidence,2024-02-16 17:00:00.000000000,2
444,Mourning Dove,Zenaida macroura,Confidence,2024-02-17 14:00:00.000000000,3
445,Stellers Jay,Cyanocitta stelleri,confidence,2024-02-17 17:00:00.000000000,2
446,Stellers Jay,Cyanocitta stelleri,confidence,2024-02-17 18:00:00.000000000,42
447,Stellers Jay,Cyanocitta stelleri,confidence,2024-02-17 19:00:00.000000000,1
448,Canada Goose,Branta canadensis,Confidence,2024-02-11 01:00:00.000000000,2
449,Canada Goose,Branta canadensis,Confidence,2024-02-11 04:00:00.000000000,2
450,Canada Goose,Branta canadensis,Confidence,2024-02-12 11:00:00.000000000,2
451,Canada Goose,Branta canadensis,Confidence,2024-02-14 11:00:00.000000000,2
452,Canada Goose,Branta canadensis,Confidence,2024-02-14 17:00:00.000000000,2
453,Caspian Tern,Hydroprogne caspia,Confidence,2024-01-28 21:00:00.000000000,2
454,Mourning Dove,Zenaida macroura,confidence,2024-02-17 17:00:00.000000000,1
455,Red-tailed Hawk,Buteo jamaicensis,confidence,2024-02-17 18:00:00.000000000,5
456,Red-tailed Hawk,Buteo jamaicensis,confidence,2024-02-17 19:00:00.000000000,1
457,Hermit Thrush,Catharus guttatus,Confidence,2024-02-13 14:00:00.000000000,2
458,Whimbrel,Numenius phaeopus,Confidence,2024-02-16 23:00:00.000000000,2
459,Yellow-rumped Warbler,Setophaga coronata,Confidence,2024-01-28 00:00:00.000000000,2
460,Yellow-rumped Warbler,Setophaga coronata,Confidence,2024-01-28 15:00:00.000000000,2
461,Yellow-rumped Warbler,Setophaga coronata,Confidence,2024-01-29 00:00:00.000000000,7
462,Yellow-rumped Warbler,Setophaga coronata,Confidence,2024-02-11 01:00:00.000000000,3
463,Yellow-rumped Warbler,Setophaga coronata,Confidence,2024-02-12 14:00:00.000000000,5
464,Yellow-rumped Warbler,Setophaga coronata,Confidence,2024-02-13 01:00:00.000000000,4
465,Yellow-rumped Warbler,Setophaga coronata,Confidence,2024-02-13 15:00:00.000000000,2
466,Yellow-rumped Warbler,Setophaga coronata,Confidence,2024-02-15 14:00:00.000000000,2
467,Yellow-rumped Warbler,Setophaga coronata,Confidence,2024-02-16 00:00:00.000000000,2
468,Yellow-rumped Warbler,Setophaga coronata,Confidence,2024-02-16 01:00:00.000000000,7
469,Yellow-rumped Warbler,Setophaga coronata,Confidence,2024-02-16 15:00:00.000000000,6
470,Yellow-rumped Warbler,Setophaga coronata,Confidence,2024-02-17 00:00:00.000000000,2
471,Yellow-rumped Warbler,Setophaga coronata,Confidence,2024-02-17 01:00:00.000000000,5
472,Downy Woodpecker,Dryobates pubescens,Confidence,2024-02-16 15:00:00.000000000,2
473,Wrentit,Chamaea fasciata,Confidence,2024-02-13 20:00:00.000000000,2
474,Eurasian Collared-Dove,Streptopelia decaocto,Confidence,2024-02-14 02:00:00.000000000,2
475,,test,cpu_utilization,2024-02-17 16:00:00.000000000,1
476,Common Raven,Corvus corax,Confidence,2024-02-13 17:00:00.000000000,10
477,Common Raven,Corvus corax,Confidence,2024-02-13 18:00:00.000000000,3
478,Common Raven,Corvus corax,Confidence,2024-02-13 23:00:00.000000000,2
479,Common Raven,Corvus corax,Confidence,2024-02-14 01:00:00.000000000,2
480,Common Raven,Corvus corax,Confidence,2024-02-14 16:00:00.000000000,2
481,Common Raven,Corvus corax,Confidence,2024-02-14 20:00:00.000000000,2
482,Common Raven,Corvus corax,Confidence,2024-02-15 18:00:00.000000000,2
483,Common Raven,Corvus corax,Confidence,2024-02-15 20:00:00.000000000,2
484,Pine Siskin,Spinus pinus,Confidence,2024-01-28 18:00:00.000000000,2
485,Fox Sparrow,Passerella iliaca,Confidence,2024-02-15 17:00:00.000000000,2
486,Black Phoebe,Sayornis nigricans,confidence,2024-02-17 17:00:00.000000000,3
487,Gadwall,Mareca strepera,Confidence,2024-02-13 05:00:00.000000000,2
488,Red-breasted Nuthatch,Sitta canadensis,confidence,2024-02-17 17:00:00.000000000,3
489,Red-breasted Nuthatch,Sitta canadensis,confidence,2024-02-17 19:00:00.000000000,5
490,Red-shouldered Hawk,Buteo lineatus,Confidence,2024-02-12 19:00:00.000000000,5
491,Red-shouldered Hawk,Buteo lineatus,Confidence,2024-02-12 20:00:00.000000000,2
492,Red-shouldered Hawk,Buteo lineatus,Confidence,2024-02-13 17:00:00.000000000,6
493,Red-shouldered Hawk,Buteo lineatus,Confidence,2024-02-14 18:00:00.000000000,4
494,Red-shouldered Hawk,Buteo lineatus,Confidence,2024-02-14 19:00:00.000000000,3
495,American Crow,Corvus brachyrhynchos,confidence,2024-02-17 17:00:00.000000000,4
496,American Crow,Corvus brachyrhynchos,confidence,2024-02-17 18:00:00.000000000,5
497,American Crow,Corvus brachyrhynchos,confidence,2024-02-17 19:00:00.000000000,9
498,Black-crowned Night-Heron,Nycticorax nycticorax,Confidence,2024-02-13 17:00:00.000000000,2
499,California Scrub-Jay,Aphelocoma californica,Confidence,2024-02-13 18:00:00.000000000,4
500,California Scrub-Jay,Aphelocoma californica,Confidence,2024-02-13 19:00:00.000000000,4
501,California Scrub-Jay,Aphelocoma californica,Confidence,2024-02-15 15:00:00.000000000,3
502,California Scrub-Jay,Aphelocoma californica,Confidence,2024-02-15 16:00:00.000000000,2
503,Common Raven,Corvus corax,confidence,2024-02-17 19:00:00.000000000,1
